Location,Year,Series,Series Code,Permits
NORMANDY TOWN,2021,Units in Single-Family Structures,2,0
NORMANDY TOWN,2021,Units in All Multi-Family Structures,3,0
NORRIS,2021,Total Units,1,4
NORRIS,2021,Units in Single-Family Structures,2,4
NORRIS,2021,Units in All Multi-Family Structures,3,0
OAK HILL,2021,Total Units,1,29
OAK HILL,2021,Units in Single-Family Structures,2,29
OAK HILL,2021,Units in All Multi-Family Structures,3,0
OAK RIDGE,2021,Total Units,1,303
OAK RIDGE,2021,Units in Single-Family Structures,2,112
OAK RIDGE,2021,Units in All Multi-Family Structures,3,191
OAKDALE TOWN,2021,Total Units,1,0
OAKDALE TOWN,2021,Units in Single-Family Structures,2,0
OAKDALE TOWN,2021,Units in All Multi-Family Structures,3,0
OAKLAND TOWN,2021,Total Units,1,253
OAKLAND TOWN,2021,Units in Single-Family Structures,2,253
OAKLAND TOWN,2021,Units in All Multi-Family Structures,3,0
OBION COUNTY UNINCORPORATED AREA,2021,Total Units,1,22
OBION COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,22
OBION COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
OBION TOWN,2021,Total Units,1,0
OBION TOWN,2021,Units in Single-Family Structures,2,0
OBION TOWN,2021,Units in All Multi-Family Structures,3,0
OLIVER SPRINGS,2021,Total Units,1,0
OLIVER SPRINGS,2021,Units in Single-Family Structures,2,0
OLIVER SPRINGS,2021,Units in All Multi-Family Structures,3,0
OLIVER SPRINGS TOWN (N). . . . . .,2021,Total Units,1,0
OLIVER SPRINGS TOWN (N). . . . . .,2021,Units in Single-Family Structures,2,0
OLIVER SPRINGS TOWN (N). . . . . .,2021,Units in All Multi-Family Structures,3,0
ONEIDA TOWN,2021,Total Units,1,8
ONEIDA TOWN,2021,Units in Single-Family Structures,2,8
ONEIDA TOWN,2021,Units in All Multi-Family Structures,3,0
PARIS,2021,Total Units,1,22
PARIS,2021,Units in Single-Family Structures,2,22
PARIS,2021,Units in All Multi-Family Structures,3,0
PARKERS CROSSROADS,2021,Total Units,1,0
PARKERS CROSSROADS,2021,Units in Single-Family Structures,2,0
PARKERS CROSSROADS,2021,Units in All Multi-Family Structures,3,0
PARSONS TOWN,2021,Total Units,1,3
PARSONS TOWN,2021,Units in Single-Family Structures,2,3
PARSONS TOWN,2021,Units in All Multi-Family Structures,3,0
PEGRAM TOWN,2021,Total Units,1,5
PEGRAM TOWN,2021,Units in Single-Family Structures,2,5
PEGRAM TOWN,2021,Units in All Multi-Family Structures,3,0
PETERSBURG TOWN,2021,Total Units,1,0
PETERSBURG TOWN,2021,Units in Single-Family Structures,2,0
PETERSBURG TOWN,2021,Units in All Multi-Family Structures,3,0
PIGEON FORGE,2021,Total Units,1,6
PIGEON FORGE,2021,Units in Single-Family Structures,2,0
PIGEON FORGE,2021,Units in All Multi-Family Structures,3,6
PIPERTON,2021,Total Units,1,58
PIPERTON,2021,Units in Single-Family Structures,2,58
PIPERTON,2021,Units in All Multi-Family Structures,3,0
PITTMAN CENTER TOWN,2021,Total Units,1,9
PITTMAN CENTER TOWN,2021,Units in Single-Family Structures,2,9
PITTMAN CENTER TOWN,2021,Units in All Multi-Family Structures,3,0
PLAINVIEW,2021,Total Units,1,0
PLAINVIEW,2021,Units in Single-Family Structures,2,0
PLAINVIEW,2021,Units in All Multi-Family Structures,3,0
PLEASANT HILL TOWN,2021,Total Units,1,0
PLEASANT HILL TOWN,2021,Units in Single-Family Structures,2,0
PLEASANT HILL TOWN,2021,Units in All Multi-Family Structures,3,0
PLEASANT VIEW,2021,Total Units,1,104
PLEASANT VIEW,2021,Units in Single-Family Structures,2,104
PLEASANT VIEW,2021,Units in All Multi-Family Structures,3,0
POLK COUNTY,2021,Total Units,1,0
POLK COUNTY,2021,Units in Single-Family Structures,2,0
POLK COUNTY,2021,Units in All Multi-Family Structures,3,0
POLK COUNTY UNINCORPORATED AREA,2021,Total Units,1,247
POLK COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,247
POLK COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
PORTLAND,2021,Total Units,1,105
PORTLAND,2021,Units in Single-Family Structures,2,53
PORTLAND,2021,Units in All Multi-Family Structures,3,52
PULASKI,2021,Total Units,1,39
PULASKI,2021,Units in Single-Family Structures,2,33
PULASKI,2021,Units in All Multi-Family Structures,3,6
PURYEAR,2021,Total Units,1,0
PURYEAR,2021,Units in Single-Family Structures,2,0
PURYEAR,2021,Units in All Multi-Family Structures,3,0
PUTNAM COUNTY UNINCORPORATED AREA,2021,Total Units,1,237
PUTNAM COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,237
PUTNAM COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
RED BANK,2021,Total Units,1,47
RED BANK,2021,Units in Single-Family Structures,2,47
RED BANK,2021,Units in All Multi-Family Structures,3,0
RED BOILING SPRINGS,2021,Total Units,1,0
RED BOILING SPRINGS,2021,Units in Single-Family Structures,2,0
RED BOILING SPRINGS,2021,Units in All Multi-Family Structures,3,0
RHEA COUNTY UNINCORPORATED AREA,2021,Total Units,1,91
RHEA COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,91
RHEA COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
RIDGELY TOWN,2021,Total Units,1,0
RIDGELY TOWN,2021,Units in Single-Family Structures,2,0
RIDGELY TOWN,2021,Units in All Multi-Family Structures,3,0
RIDGESIDE,2021,Total Units,1,0
RIDGESIDE,2021,Units in Single-Family Structures,2,0
RIDGESIDE,2021,Units in All Multi-Family Structures,3,0
RIDGETOP TOWN,2021,Total Units,1,7
RIDGETOP TOWN,2021,Units in Single-Family Structures,2,7
RIDGETOP TOWN,2021,Units in All Multi-Family Structures,3,0
RIPLEY,2021,Total Units,1,0
RIPLEY,2021,Units in Single-Family Structures,2,0
RIPLEY,2021,Units in All Multi-Family Structures,3,0
RIVES TOWN,2021,Total Units,1,0
RIVES TOWN,2021,Units in Single-Family Structures,2,0
RIVES TOWN,2021,Units in All Multi-Family Structures,3,0
ROANE COUNTY UNINCORPORATED AREA,2021,Total Units,1,150
ROANE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,150
ROANE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,317
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,307
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,10
ROCKFORD,2021,Total Units,1,1
ROCKFORD,2021,Units in Single-Family Structures,2,1
ROCKFORD,2021,Units in All Multi-Family Structures,3,0
ROCKWOOD,2021,Total Units,1,1
ROCKWOOD,2021,Units in Single-Family Structures,2,1
ROCKWOOD,2021,Units in All Multi-Family Structures,3,0
ROGERSVILLE TOWN,2021,Total Units,1,2
ROGERSVILLE TOWN,2021,Units in Single-Family Structures,2,2
ROGERSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
ROSSVILLE TOWN,2021,Total Units,1,16
ROSSVILLE TOWN,2021,Units in Single-Family Structures,2,16
ROSSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Total Units,1,1018
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,1018
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
RUTHERFORD TOWN,2021,Total Units,1,0
RUTHERFORD TOWN,2021,Units in Single-Family Structures,2,0
RUTHERFORD TOWN,2021,Units in All Multi-Family Structures,3,0
RUTLEDGE TOWN,2021,Total Units,1,0
RUTLEDGE TOWN,2021,Units in Single-Family Structures,2,0
RUTLEDGE TOWN,2021,Units in All Multi-Family Structures,3,0
SAMBURG TOWN,2021,Total Units,1,0
SAMBURG TOWN,2021,Units in Single-Family Structures,2,0
SAMBURG TOWN,2021,Units in All Multi-Family Structures,3,0
SAVANNAH,2021,Total Units,1,12
SAVANNAH,2021,Units in Single-Family Structures,2,12
SAVANNAH,2021,Units in All Multi-Family Structures,3,0
SCOTTS HILL TOWN,2021,Total Units,1,0
SCOTTS HILL TOWN,2021,Units in Single-Family Structures,2,0
SCOTTS HILL TOWN,2021,Units in All Multi-Family Structures,3,0
SELMER TOWN,2021,Total Units,1,3
SELMER TOWN,2021,Units in Single-Family Structures,2,3
SELMER TOWN,2021,Units in All Multi-Family Structures,3,0
SEVIER COUNTY UNINCORPORATED AREA,2021,Total Units,1,926
SEVIER COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,926
SEVIER COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
SEVIERVILLE TOWN,2021,Total Units,1,63
SEVIERVILLE TOWN,2021,Units in Single-Family Structures,2,63
SEVIERVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
SHARON TOWN,2021,Total Units,1,2
SHARON TOWN,2021,Units in Single-Family Structures,2,2
SHARON TOWN,2021,Units in All Multi-Family Structures,3,0
SHELBY COUNTY UNINCORPORATED AREA,2021,Total Units,1,1730
SHELBY COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,827
SHELBY COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,903
SHELBYVILLE,2021,Total Units,1,215
SHELBYVILLE,2021,Units in Single-Family Structures,2,215
SHELBYVILLE,2021,Units in All Multi-Family Structures,3,0
SIGNAL MOUNTAIN TOWN,2021,Total Units,1,29
SIGNAL MOUNTAIN TOWN,2021,Units in Single-Family Structures,2,29
SIGNAL MOUNTAIN TOWN,2021,Units in All Multi-Family Structures,3,0
SMITH COUNTY UNINCORPORATED AREA,2021,Total Units,1,102
SMITH COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,102
SMITH COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
SMITHVILLE TOWN,2021,Total Units,1,52
SMITHVILLE TOWN,2021,Units in Single-Family Structures,2,52
SMITHVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
SMYRNA TOWN,2021,Total Units,1,453
SMYRNA TOWN,2021,Units in Single-Family Structures,2,290
SMYRNA TOWN,2021,Units in All Multi-Family Structures,3,163
SNEEDVILLE TOWN,2021,Total Units,1,0
SNEEDVILLE TOWN,2021,Units in Single-Family Structures,2,0
SNEEDVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
SODDY-DAISY,2021,Total Units,1,43
SODDY-DAISY,2021,Units in Single-Family Structures,2,43
SODDY-DAISY,2021,Units in All Multi-Family Structures,3,0
SOMERVILLE TOWN,2021,Total Units,1,23
SOMERVILLE TOWN,2021,Units in Single-Family Structures,2,23
SOMERVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
SOUTH CARTHAGE TOWN,2021,Total Units,1,9
SOUTH CARTHAGE TOWN,2021,Units in Single-Family Structures,2,3
SOUTH CARTHAGE TOWN,2021,Units in All Multi-Family Structures,3,6
SOUTH FULTON,2021,Total Units,1,0
SOUTH FULTON,2021,Units in Single-Family Structures,2,0
SOUTH FULTON,2021,Units in All Multi-Family Structures,3,0
SOUTH PITTSBURG,2021,Total Units,1,0
SOUTH PITTSBURG,2021,Units in Single-Family Structures,2,0
SOUTH PITTSBURG,2021,Units in All Multi-Family Structures,3,0
SPARTA,2021,Total Units,1,9
SPARTA,2021,Units in Single-Family Structures,2,9
SPARTA,2021,Units in All Multi-Family Structures,3,0
SPENCER TOWN,2021,Total Units,1,2
SPENCER TOWN,2021,Units in Single-Family Structures,2,2
SPENCER TOWN,2021,Units in All Multi-Family Structures,3,0
SPRING CITY TOWN,2021,Total Units,1,4
SPRING CITY TOWN,2021,Units in Single-Family Structures,2,4
SPRING CITY TOWN,2021,Units in All Multi-Family Structures,3,0
SPRING HILL TOWN,2021,Total Units,1,926
SPRING HILL TOWN,2021,Units in Single-Family Structures,2,635
SPRING HILL TOWN,2021,Units in All Multi-Family Structures,3,291
SPRINGFIELD,2021,Total Units,1,186
SPRINGFIELD,2021,Units in Single-Family Structures,2,186
SPRINGFIELD,2021,Units in All Multi-Family Structures,3,0
SULLIVAN COUNTY UNINCORPORATED AREA,2021,Total Units,1,165
SULLIVAN COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,165
SULLIVAN COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
SUMNER COUNTY UNINCORPORATED AREA,2021,Total Units,1,483
SUMNER COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,483
SUMNER COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
SURGOINSVILLE,2021,Total Units,1,0
SURGOINSVILLE,2021,Units in Single-Family Structures,2,0
SURGOINSVILLE,2021,Units in All Multi-Family Structures,3,0
SURGOINSVILLE TOWN,2021,Total Units,1,1
SURGOINSVILLE TOWN,2021,Units in Single-Family Structures,2,1
SURGOINSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
SWEETWATER,2021,Total Units,1,22
SWEETWATER,2021,Units in Single-Family Structures,2,22
SWEETWATER,2021,Units in All Multi-Family Structures,3,0
TAZEWELL TOWN,2021,Total Units,1,5
TAZEWELL TOWN,2021,Units in Single-Family Structures,2,5
TAZEWELL TOWN,2021,Units in All Multi-Family Structures,3,0
TELLICO PLAINS TOWN,2021,Total Units,1,0
TELLICO PLAINS TOWN,2021,Units in Single-Family Structures,2,0
TELLICO PLAINS TOWN,2021,Units in All Multi-Family Structures,3,0
TENNESSEE RIDGE # (N). . . . . . .,2021,Total Units,1,0
TENNESSEE RIDGE # (N). . . . . . .,2021,Units in Single-Family Structures,2,0
TENNESSEE RIDGE # (N). . . . . . .,2021,Units in All Multi-Family Structures,3,0
TENNESSEE RIDGE TOWN,2021,Total Units,1,0
TENNESSEE RIDGE TOWN,2021,Units in Single-Family Structures,2,0
TENNESSEE RIDGE TOWN,2021,Units in All Multi-Family Structures,3,0
THOMPSONS STATION TOWN,2021,Total Units,1,166
THOMPSONS STATION TOWN,2021,Units in Single-Family Structures,2,154
THOMPSONS STATION TOWN,2021,Units in All Multi-Family Structures,3,12
TIPTON COUNTY UNINCORPORATED AREA,2021,Total Units,1,69
TIPTON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,69
TIPTON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
TIPTONVILLE TOWN,2021,Total Units,1,4
TIPTONVILLE TOWN,2021,Units in Single-Family Structures,2,4
TIPTONVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
TOWNSEND,2021,Total Units,1,20
TOWNSEND,2021,Units in Single-Family Structures,2,20
TOWNSEND,2021,Units in All Multi-Family Structures,3,0
TRACY CITY TOWN,2021,Total Units,1,0
TRACY CITY TOWN,2021,Units in Single-Family Structures,2,0
TRACY CITY TOWN,2021,Units in All Multi-Family Structures,3,0
TRENTON,2021,Total Units,1,3
TRENTON,2021,Units in Single-Family Structures,2,3
TRENTON,2021,Units in All Multi-Family Structures,3,0
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Total Units,1,105
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,105
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
TULLAHOMA,2021,Total Units,1,65
TULLAHOMA,2021,Units in Single-Family Structures,2,53
TULLAHOMA,2021,Units in All Multi-Family Structures,3,12
TUSCULUM,2021,Total Units,1,8
TUSCULUM,2021,Units in Single-Family Structures,2,8
TUSCULUM,2021,Units in All Multi-Family Structures,3,0
UNICOI COUNTY UNINCORPORATED AREA,2021,Total Units,1,0
UNICOI COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,0
UNICOI COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
UNICOI TOWN,2021,Total Units,1,6
UNICOI TOWN,2021,Units in Single-Family Structures,2,6
UNICOI TOWN,2021,Units in All Multi-Family Structures,3,0
UNION CITY,2021,Total Units,1,12
UNION CITY,2021,Units in Single-Family Structures,2,10
UNION CITY,2021,Units in All Multi-Family Structures,3,2
UNION COUNTY UNINCORPORATED AREA,2021,Total Units,1,107
UNION COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,107
UNION COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
VONORE TOWN,2021,Total Units,1,10
VONORE TOWN,2021,Units in Single-Family Structures,2,10
VONORE TOWN,2021,Units in All Multi-Family Structures,3,0
WARREN COUNTY UNINCORPORATED AREA,2021,Total Units,1,304
WARREN COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,142
WARREN COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,162
WARTBURG,2021,Total Units,1,0
WARTBURG,2021,Units in Single-Family Structures,2,0
WARTBURG,2021,Units in All Multi-Family Structures,3,0
WARTRACE TOWN,2021,Total Units,1,0
WARTRACE TOWN,2021,Units in Single-Family Structures,2,0
WARTRACE TOWN,2021,Units in All Multi-Family Structures,3,0
WASHINGTON COUNTY UNINCORPORATED AREA,2021,Total Units,1,301
WASHINGTON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,262
WASHINGTON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,39
WATAUGA,2021,Total Units,1,1
WATAUGA,2021,Units in Single-Family Structures,2,1
WATAUGA,2021,Units in All Multi-Family Structures,3,0
WATERTOWN,2021,Total Units,1,0
WATERTOWN,2021,Units in Single-Family Structures,2,0
WATERTOWN,2021,Units in All Multi-Family Structures,3,0
WAVERLY,2021,Total Units,1,9
WAVERLY,2021,Units in Single-Family Structures,2,9
WAVERLY,2021,Units in All Multi-Family Structures,3,0
WAYNESBORO,2021,Total Units,1,0
WAYNESBORO,2021,Units in Single-Family Structures,2,0
WAYNESBORO,2021,Units in All Multi-Family Structures,3,0
WEAKLEY COUNTY UNINCORPORATED AREA,2021,Total Units,1,29
WEAKLEY COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,29
WEAKLEY COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
WESTMORELAND TOWN,2021,Total Units,1,16
WESTMORELAND TOWN,2021,Units in Single-Family Structures,2,16
WESTMORELAND TOWN,2021,Units in All Multi-Family Structures,3,0
WHITE BLUFF TOWN,2021,Total Units,1,46
WHITE BLUFF TOWN,2021,Units in Single-Family Structures,2,46
WHITE BLUFF TOWN,2021,Units in All Multi-Family Structures,3,0
WHITE COUNTY UNINCORPORATED AREA,2021,Total Units,1,183
WHITE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,183
WHITE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
WHITE HOUSE,2021,Total Units,1,371
WHITE HOUSE,2021,Units in Single-Family Structures,2,349
WHITE HOUSE,2021,Units in All Multi-Family Structures,3,22
WHITE PINE TOWN,2021,Total Units,1,0
WHITE PINE TOWN,2021,Units in Single-Family Structures,2,0
WHITE PINE TOWN,2021,Units in All Multi-Family Structures,3,0
WHITEVILLE TOWN,2021,Total Units,1,0
WHITEVILLE TOWN,2021,Units in Single-Family Structures,2,0
WHITEVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
WHITWELL,2021,Total Units,1,5
WHITWELL,2021,Units in Single-Family Structures,2,5
WHITWELL,2021,Units in All Multi-Family Structures,3,0
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,813
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,813
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
WILLISTON,2021,Total Units,1,0
WILLISTON,2021,Units in Single-Family Structures,2,0
WILLISTON,2021,Units in All Multi-Family Structures,3,0
WILSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,504
WILSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,504
WILSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
WINCHESTER,2021,Total Units,1,171
WINCHESTER,2021,Units in Single-Family Structures,2,171
WINCHESTER,2021,Units in All Multi-Family Structures,3,0
WINFIELD TOWN,2021,Total Units,1,0
WINFIELD TOWN,2021,Units in Single-Family Structures,2,0
WINFIELD TOWN,2021,Units in All Multi-Family Structures,3,0
WOODBURY TOWN,2021,Total Units,1,28
WOODBURY TOWN,2021,Units in Single-Family Structures,2,28
WOODBURY TOWN,2021,Units in All Multi-Family Structures,3,0
